word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
hollow,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,空（心）的，中空,,,bible List15,1
mixture,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,混合（物）mix v.混合,,,bible List15,1
ozone,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,臭氧,,,bible List15,1
blend,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"/n.混合,交融; 混合物 ~sth. with sth",,,bible List15,1
gravity,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,地球引力，重力,,,bible List15,1
theory,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,"[ˈθɪəri] n. 理论,学说 .theoretical理论上的",,,bible List15,1
friction,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"摩擦/力,不和,矛盾.family~",,,bible List15,1
empirical,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,以实验为依据/经验主义的. pir尝试,,,bible List15,1
eccentric,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,不同圆心的；古怪的,,,bible List15,1
practical,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,"实际/用,心灵手巧的.practice n.实践",,,bible List15,1
displace,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,移动……的位置；取代，替代,,,bible List15,1
doctrine,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学说/教义/信条.doctrinal adj.学说的,,,bible List15,1
boil,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,煮沸/沸腾.~down to归结为 on the~,,,bible List15,1
principle,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,原则；（科学）原理,,,bible List15,1
melt,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,使）融化；（使）熔化,,,bible List15,1
discipline,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,纪律；训练,,,bible List15,1
dissolve,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,溶解；解散,,,bible List15,1
term,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,期限/学期. terminal末端/晚期的,,,bible List15,1
rust,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n （使）生锈; 铁锈. rusty生锈的,,,bible List15,1
semester,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,学期,,,bible List15,1
ferment,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"/n 发酵,骚动; 酶,发酵. yeast酵母",,,bible List15,1
timetable,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,时间表；课程表,,,bible List15,1
dilute,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"/adj.冲淡/稀释; 稀释了的,减弱了的",,,bible List15,1
schedule,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,日程安排.ahead of~先于预定时间,,,bible List15,1
acid,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"/adj.酸; 酸的,讽刺的.acidification酸化",,,bible List15,1
deadline,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,截止日期,,,bible List15,1
noxious,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,有害的,,,bible List15,1
course,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,[kɔːs] n. 课程,,,bible List15,1
static,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,静态的；静力的,,,bible List15,1
lesson,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,堂课/课程/教训l. earn a~吸取教训,,,bible List15,1
inert,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,无生气的；惰性的，不活泼的,,,bible List15,1
inherent,IELTS_BOOK,Chapter 5 学校教育,学校教育,,adj.,内在/固有的. be~in为..所固有,,,bible List15,1
seminar,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.研讨会；讨论课,,,bible List15,1
consult,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,请教；查阅,,,bible List16,1
outline,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,概要；轮廓，略图,,,bible List16,1
skim,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,掠过，擦过；略读,,,bible List16,1
point,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,要点a point of view 观点,,,bible List16,1
scan,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n. 浏览/扫描 scanner扫描仪,,,bible List16,1
gist,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,[dʒɪst] n. 主旨，要点,,,bible List16,1
scrutinise,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,详细检查. scrutiny n.详细审查,,,bible List16,1
opinion,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,看法；评价,,,bible List16,1
recite,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,背诵/朗诵 .recitation n.背诵,,,bible List16,1
introduce,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,介绍引进.introduction n.,,,bible List16,1
dictate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,让..听写/命令.dictation n.听写,,,bible List16,1
reference,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,参考；推荐函；提及，涉及,,,bible List16,1
examination,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,.考试；细查,,,bible List16,1
cite,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,引用,,,bible List16,1
test,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v 试验/检验. tester n.测试者/仪,,,bible List16,1
elicit,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,[iˈlɪsɪt] v. 引出；探出，套出,,,bible List16,1
quiz,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,智力竞赛；小测验,,,bible List16,1
quote,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,"引用/述,报.quotation引用语",,,bible List16,1
extract,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,摘录.extraction n.取出,,,bible List16,1
plagiarise,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,抄袭,,,bible List16,1
abstract,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/adj/v.,,,bible List16,1
copy,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v n.复制品v.抄写；复制,,,bible List16,1
summary,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,摘要/概要.in summary总之,,,bible List16,1
print,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,/v v.打印n.印刷品；,,,bible List16,1
assume,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,假定/承担/取得.assumption n.设想,,,bible List16,1
thesis,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,[ˈθiːsɪs] n. 论文,,,bible List16,1
presume,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,假定，假设；料想,,,bible List16,1
essay,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,[ˈeseɪ] n. 短文，论说文,,,bible List16,1
paper,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,论文；纸,,,bible List16,1
hypothesisn,IELTS_BOOK,Chapter 5 学校教育,学校教育,,,. 假说，假设,,,bible List16,1
dissertation,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,"专题论文,（尤指）学位论文",,,bible List16,1
postulate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,/n.假定/设,,,bible List16,1
project,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,专题/项目/方案.overhead~投影仪,,,bible List16,1
speculate,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,推测,,,bible List16,1
heading,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,标题；主题,,,bible List16,1
predict,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,预测prediction n.预测/言,,,bible List16,1
outset,IELTS_BOOK,Chapter 5 学校教育,学校教育,,n.,开端，开始,,,bible List16,1
perceive,IELTS_BOOK,Chapter 5 学校教育,学校教育,,v.,感知/察觉/意识到,,,bible List16,1
available,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,可获得的,,,bible List28,1
jewel,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,宝石,,,bible List28,1
fashionable,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,流行的.comeintofashion流行起来,,,bible List28,1
gem,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,宝石；珍品. germ 细菌,,,bible List28,1
style,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,风格；样式；时尚,,,bible List28,1
jade,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,玉石，翡翠,,,bible List28,1
stylish,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,时髦的，有格调的,,,bible List28,1
adorn,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[əˈdɔːn] v. 装饰，装扮,,,bible List28,1
trend,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,趋势，倾向,,,bible List28,1
ornament,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[ɔːnəmenn/v. n. 装饰品 v. 装饰,,,bible List28,1
tendency,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,趋势，倾向，偏好,,,bible List28,1
embellish,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,修饰,,,bible List28,1
tend,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,.趋向；易于,,,bible List28,1
embroider,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,对..加以渲染/在…上刺绣[ɪmˈbrɔɪdə],,,bible List28,1
current,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/adj 趋势; 当前的against the~逆流而行,,,bible List28,1
hairdressing,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,美发，理发,,,bible List28,1
popularity,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,流行的,,,bible List28,1
pigment,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,色素；颜料,,,bible List28,1
vogue,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,流行。in vogue流行的,,,bible List28,1
dye,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.染料；（染上的）颜色V.染,,,bible List28,1
prevail,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,盛行；获胜,,,bible List28,1
masquerade,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n•化装舞会v.化装；假扮,,,bible List28,1
prevalence,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,流行，普遍存在,,,bible List28,1
veil,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,n.面纱；遮蔽物,,,bible List28,1
prevailing,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,盛行的,,,bible List28,1
costume,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,戏服；（某历史时期或某地的）服装,,,bible List28,1
model,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. 模型/范/模特儿;使模仿,,,bible List28,1
cosplay,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,"简化自costume play,",,,bible List28,1
icon,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,偶像；图标,,,bible List28,1
fascinate,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,迷住,,,bible List28,1
idol,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,偶像，受到崇拜的人或物；神,,,bible List28,1
decent,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,得体的；尚好的,,,bible List28,1
luxury,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,奢侈；奢侈品,,,bible List28,1
indecent,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,下流的,,,bible List28,1
luxurious,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,奢侈的，豪华的,,,bible List28,1
exquisite,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[ɪkˈskwɪzɪadj. 精致的；雅致的,,,bible List28,1
extravagant,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,奢侈的；过分的,,,bible List28,1
grace,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,优美，优雅,,,bible List28,1
jewellery,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,珠宝，首饰=jewelry,,,bible List28,1
graceful,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,优雅的,,,bible List28,1
trousers,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,裤子,,,bible List29,1
tailor,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. 裁缝;专门制作,,,bible List29,1
clasp,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.搭扣v.扣住,,,bible List29,1
sew,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[səʊ] v. 缝制，缝补,,,bible List29,1
button,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.纽扣；按钮v.扣上……的纽扣,,,bible List29,1
spin,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,/n. 纺/旋转; 高速旋转/兜风,,,bible List29,1
unbutton,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,v.,解开,,,bible List29,1
stitch,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.针脚v.缝,,,bible List29,1
glove,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[ɡlʌv] n. 手套,,,bible List29,1
needle,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,针.thread a needle 穿针/纫针,,,bible List29,1
brim,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,边缘；帽檐,,,bible List29,1
pin,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.别针/大头针v.别住/钉住,,,bible List29,1
scarf,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,.围巾，头巾,,,bible List29,1
string,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,线；一串,,,bible List29,1
handkerchief,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,手帕[ˈhæ kətʃɪf],,,bible List29,1
thread,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[θred] n. .线；螺纹,,,bible List29,1
purse,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,"钱包,小手ŋ提包",,,bible List29,1
strap,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. n.带子v.用带子系（或捆、扎）,,,bible List29,1
wallet,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,钱包，皮夹子,,,bible List29,1
stripe,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,条纹,,,bible List29,1
vest,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,汗衫；［美］西装背心,,,bible List29,1
ribbon,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,缎带，丝带,,,bible List29,1
wrap,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,披肩,,,bible List29,1
belt,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,腰带/地带/地区 fasten/loosen a~,,,bible List29,1
cloak,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,斗篷；覆盖物,,,bible List29,1
chain,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,链子，链条,,,bible List29,1
collar,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,衣领，项圈,,,bible List29,1
bracelet,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,,[ˈbreɪslət]n. 手镯,,,bible List29,1
sleeve,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,袖子,,,bible List29,1
necklace,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,.项链,,,bible List29,1
sock,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,短袜,,,bible List29,1
bead,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,/v. 珠子小滴 v.形成珠状,,,bible List29,1
stocking,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,长筒袜,,,bible List29,1
textile,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,纺织品adj.纺织的,,,bible List29,1
slipper,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,拖鞋,,,bible List29,1
velvet,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,丝绒，天鹅绒,,,bible List29,1
boot,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,靴子,,,bible List29,1
wool,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,（羊等的）毛；毛线,,,bible List29,1
lace,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,n.,鞋带；花边,,,bible List29,1
woollen,IELTS_BOOK,Chapter 11 时尚潮流,时尚潮流,,adj.,羊毛的= woolen,,,bible List29,1
diet,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈdaɪət] n. 日常饮食/医生指定特别饮食/节食,,,bible List30,1
menu,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,菜单,,,bible List30,1
dietary,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,adj.,饮食的. on a diet进行节食,,,bible List30,1
order,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,/v. 订单/点的餐;v.点（酒菜等）,,,bible List30,1
appetite,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,食欲；强烈欲望,,,bible List30,1
takeaway,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,外卖餐馆，外卖食物,,,bible List30,1
treat,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,v.,请（客）；对待；治疗款待,,,bible List30,1
chef,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,厨师。,,,bible List30,1
treatment,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,对待；处理；治疗,,,bible List30,1
chief,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,首领/头目；adj.主要的,,,bible List30,1
cater,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,v.,为…提供饮食/满足…的需要.~for,,,bible List30,1
gourmet,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈɡʊəmeɪ]n/adj. 美食家; 美味佳肴的,,,bible List30,1
provision,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,供应/预备/食品供应,,,bible List30,1
vegetarian,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,/adj. 素食者日；素食的/无肉的,,,bible List30,1
edible,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,adj.,可以吃的,,,bible List30,1
cutlery,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈkʌtləri] n. 餐具；刀具,,,bible List30,1
drinkable,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,adj.,可饮用的,,,bible List30,1
silver,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,银/银器日；银的/银色的,,,bible List30,1
recipe,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,食谱；秘诀,,,bible List30,1
ceramic,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[səˈræmɪkn/adj. 陶瓷制品；陶瓷的,,,bible List30,1
refectory,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,食堂，餐厅[rɪˈfektri],,,bible List30,1
porcelain,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈpɔːsəlɪnn. 瓷器；瓷,,,bible List30,1
cafeteria,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,自助餐厅,,,bible List30,1
bowl,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,碗,,,bible List30,1
buffet,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈbʌfeɪ] n. 自助餐,,,bible List30,1
dish,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,碟；菜肴,,,bible List30,1
barbecue,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,/v. n.烧烤野餐/烤架v.烧烤,,,bible List30,1
saucer,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,,[ˈsɔːsər] n. 茶托，茶碟,,,bible List30,1
supper,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,晚餐,,,bible List30,1
fork,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,餐叉；分岔处,,,bible List30,1
banquet,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,宴会,,,bible List30,1
spoon,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,匙，调羹,,,bible List30,1
refreshment,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,茶点，点心,,,bible List30,1
spoonful,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,—匙（的量）,,,bible List30,1
appetiser,IELTS_BOOK,Chapter 12 饮食健康,饮食健康,,n.,开胃饮料/小吃=appetizer,,,bible List30,1
